date,n_gauges,cc_era5,cc_imerg,cc_mlr,a,b,c,cc_gain_vs_era5,cc_gain_vs_best
2010-05-24,236,0.11,0.11,0.12,0.04,0.16,0.15,0.01,0.01
2010-05-25,235,-0.02,-0.02,0.02,-0.62,-0.05,0.06,0.04,0.04
2010-05-26,235,-0.02,0.37,0.37,-11.37,3.21,0.04,0.39,0.0
2010-05-27,235,-0.02,0.08,0.09,-0.46,0.14,0.07,0.11,0.01
2010-05-28,232,0.35,0.25,0.36,0.49,0.03,0.01,0.0,0.0
2010-05-29,228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-05-30,227,0.0,-0.01,0.01,0.0,-0.02,0.02,0.01,0.01
2010-05-31,225,-0.01,-0.01,0.01,-0.06,-0.27,0.02,0.03,0.02
2010-06-01,228,-0.03,0.27,0.27,-0.14,0.22,-0.0,0.3,0.0
2010-06-02,232,0.13,0.14,0.16,0.25,0.09,0.01,0.03,0.02
2010-06-03,231,-0.01,0.15,0.15,-1.22,0.14,0.02,0.17,0.0
2010-06-04,229,-0.02,0.02,0.03,-16.45,0.3,0.13,0.05,0.01
2010-06-05,227,0.16,0.02,0.16,2.02,-0.03,0.04,0.0,0.0
2010-06-06,228,0.15,0.02,0.15,0.06,-0.02,0.01,0.01,0.01
2010-06-07,230,0.44,0.13,0.45,1.66,0.11,-0.03,0.01,0.01
2010-06-08,232,-0.01,0.04,0.04,-0.01,0.01,0.0,0.06,0.0
2010-06-09,231,0.11,-0.01,0.11,0.48,-0.06,0.01,0.0,0.0
2010-06-10,229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-06-11,231,0.19,0.11,0.2,0.5,0.14,0.17,0.01,0.01
2010-06-12,245,0.48,0.57,0.58,0.12,0.64,0.26,0.1,0.01
2010-06-13,236,0.16,0.36,0.36,0.04,1.41,0.29,0.21,0.0
2010-06-14,236,0.06,0.22,0.23,-0.03,0.54,0.08,0.17,0.01
2010-06-15,230,0.46,0.41,0.58,2.3,2.25,0.02,0.12,0.12
2010-06-16,232,0.46,-0.01,0.47,3.11,-1.15,-0.02,0.0,0.0
2010-06-17,231,-0.01,-0.0,0.01,-0.21,0.08,0.01,0.02,0.01
2010-06-18,230,-0.35,0.0,0.35,-41200.69,0.0,0.13,0.69,0.35
2010-06-19,227,0.0,-0.0,0.0,0.0,-0.28,0.01,0.0,0.0
2010-06-20,226,0.21,-0.01,0.21,4.5,-0.01,-0.0,0.0,0.0
2010-06-21,229,-0.01,-0.0,0.01,-0.16,0.04,0.03,0.03,0.02
2010-06-22,227,-0.01,-0.02,0.02,-0.02,-0.02,0.01,0.03,0.03
2010-06-23,230,-0.01,-0.01,0.01,0.05,-0.02,0.02,0.02,0.02
2010-06-24,230,0.3,0.62,0.62,-0.09,1.57,0.18,0.33,0.0
2010-06-25,232,0.34,0.67,0.67,0.03,0.67,-0.14,0.33,0.0
2010-06-26,232,0.39,0.19,0.39,0.32,-0.02,0.0,0.0,0.0
2010-06-27,227,0.21,0.48,0.52,-0.55,1.09,0.08,0.31,0.04
2010-06-28,234,0.15,0.48,0.48,0.02,0.29,0.05,0.33,0.0
2010-06-29,235,0.11,0.07,0.12,0.15,0.07,0.15,0.01,0.01
2010-06-30,238,0.44,0.46,0.49,0.64,1.81,0.08,0.05,0.04
2010-07-01,232,0.35,0.48,0.5,0.2,0.67,0.24,0.16,0.03
2010-07-02,229,0.4,0.18,0.41,0.43,0.12,0.27,0.01,0.01
2010-07-03,222,0.18,0.08,0.19,0.26,0.05,0.4,0.0,0.0
2010-07-04,220,-0.02,-0.01,0.03,-0.1,-0.21,0.03,0.05,0.04
2010-07-05,220,0.34,0.06,0.4,6.84,-1.32,0.0,0.06,0.06
2010-07-06,226,0.09,0.03,0.09,1.2,0.07,0.08,0.0,0.0
2010-07-07,226,0.21,0.32,0.33,0.26,0.38,0.18,0.12,0.01
2010-07-08,234,0.24,0.48,0.49,0.07,1.11,0.35,0.25,0.0
2010-07-09,233,0.1,0.14,0.17,0.2,0.44,0.57,0.06,0.03
2010-07-10,234,0.3,0.17,0.31,0.26,0.16,0.93,0.01,0.01
2010-07-11,238,0.46,0.69,0.69,-0.05,0.49,0.64,0.23,0.0
2010-07-12,232,0.03,0.22,0.22,0.03,0.28,0.55,0.19,0.0
2010-07-13,232,0.21,0.38,0.38,0.07,0.57,0.35,0.17,0.0
2010-07-14,231,0.34,0.11,0.34,0.72,0.04,0.38,0.0,0.0
2010-07-15,230,0.24,0.15,0.24,0.52,-0.01,0.21,0.0,0.0
2010-07-16,236,0.25,0.24,0.3,0.7,0.24,0.6,0.05,0.05
2010-07-17,228,0.05,0.29,0.3,-0.34,0.6,0.59,0.25,0.01
2010-07-18,229,0.21,0.32,0.34,0.34,0.39,0.8,0.13,0.01
2010-07-19,235,0.12,0.37,0.37,0.08,0.47,0.59,0.26,0.0
2010-07-20,234,0.2,0.48,0.48,0.35,0.64,1.32,0.28,0.0
2010-07-21,238,0.41,0.41,0.5,0.47,0.41,0.66,0.09,0.09
2010-07-22,244,0.27,0.36,0.41,0.27,0.42,1.09,0.15,0.05
2010-07-23,244,0.36,0.32,0.42,0.36,0.33,1.4,0.05,0.05
2010-07-24,240,0.42,0.31,0.47,0.4,0.36,0.62,0.05,0.05
2010-07-25,239,0.33,0.38,0.43,0.28,0.59,1.18,0.1,0.05
2010-07-26,241,0.36,0.3,0.42,0.35,0.38,0.69,0.06,0.06
2010-07-27,244,0.16,0.12,0.16,0.17,0.14,3.1,0.01,0.01
2010-07-28,248,0.33,0.25,0.37,0.37,0.39,1.98,0.04,0.04
2010-07-29,251,0.0,0.24,0.24,-0.04,0.48,3.03,0.24,0.0
2010-07-30,243,0.49,0.38,0.54,0.47,0.42,0.42,0.05,0.05
2010-07-31,253,0.28,0.41,0.45,0.26,0.5,3.06,0.17,0.04
2010-08-01,246,0.27,0.35,0.39,0.35,0.59,2.12,0.12,0.05
2010-08-02,246,0.41,0.28,0.45,0.53,0.24,0.69,0.03,0.03
2010-08-03,237,0.5,0.52,0.58,0.37,0.53,0.24,0.08,0.06
2010-08-04,234,0.36,0.33,0.38,0.2,0.09,0.34,0.01,0.01
2010-08-05,237,0.14,0.49,0.49,0.07,0.55,0.93,0.35,0.0
2010-08-06,236,0.26,0.46,0.47,0.22,0.53,0.59,0.21,0.01
2010-08-07,245,0.44,0.57,0.61,0.59,0.67,0.15,0.16,0.03
2010-08-08,234,-0.07,0.38,0.4,-0.22,0.82,2.2,0.47,0.01
2010-08-09,229,0.09,0.27,0.27,-0.02,0.64,0.83,0.18,0.0
2010-08-10,226,0.34,0.63,0.68,0.27,0.43,-0.03,0.34,0.05
2010-08-11,226,0.33,0.45,0.53,1.97,1.23,-0.03,0.21,0.09
2010-08-12,231,0.13,0.2,0.2,0.06,0.26,0.66,0.07,0.0
2010-08-13,223,0.22,0.11,0.23,0.51,0.1,0.22,0.01,0.01
2010-08-14,225,0.23,0.15,0.23,2.03,0.07,0.13,0.0,0.0
2010-08-15,224,0.06,0.19,0.19,0.11,0.28,0.84,0.14,0.0
2010-08-16,241,0.3,0.7,0.73,0.48,0.84,-0.49,0.43,0.03
2010-08-17,237,0.25,0.17,0.26,0.27,0.1,1.14,0.01,0.01
2010-08-18,244,0.05,0.13,0.13,0.07,0.16,1.89,0.08,0.01
2010-08-19,238,0.43,0.52,0.57,0.65,0.59,0.28,0.14,0.06
2010-08-20,228,0.13,0.32,0.33,-0.17,0.31,0.39,0.2,0.01
2010-08-21,227,-0.02,0.11,0.13,-0.43,0.42,1.15,0.15,0.01
2010-08-22,227,-0.01,0.37,0.38,0.11,0.49,1.46,0.38,0.0
2010-08-23,232,0.26,0.32,0.37,0.33,0.48,0.65,0.1,0.05
2010-08-24,233,0.37,0.26,0.38,0.56,0.12,0.56,0.01,0.01
2010-08-25,221,0.08,0.5,0.5,0.07,0.62,0.38,0.42,0.0
2010-08-26,227,0.16,0.34,0.34,0.44,0.59,0.17,0.18,0.0
2010-08-27,234,0.2,0.31,0.33,0.22,0.71,0.44,0.12,0.01
2010-08-28,238,0.09,0.32,0.33,0.13,0.8,0.49,0.24,0.01
2010-08-29,230,0.09,0.3,0.3,0.04,0.5,0.9,0.21,0.0
2010-08-30,228,0.47,0.42,0.51,0.37,0.34,0.12,0.04,0.04
2010-08-31,228,0.03,-0.0,0.05,0.42,-0.51,0.28,0.02,0.02
2010-09-01,230,0.19,0.54,0.55,-0.12,0.57,0.05,0.36,0.0
2010-09-02,229,0.35,-0.01,0.35,3.96,-0.06,0.02,0.0,0.0
2010-09-03,229,0.09,0.55,0.55,-0.06,2.09,0.04,0.47,0.0
2010-09-04,222,0.16,0.34,0.35,0.47,0.48,-0.01,0.19,0.01
2010-09-05,221,-0.02,-0.01,0.03,-0.07,-0.34,0.09,0.05,0.04
2010-09-06,222,0.07,0.06,0.08,0.22,0.06,0.17,0.02,0.02
2010-09-07,243,0.35,0.34,0.41,0.44,0.4,0.53,0.06,0.06
2010-09-08,242,0.48,0.46,0.53,0.38,0.29,0.64,0.05,0.05
2010-09-09,228,0.25,0.37,0.39,0.49,0.92,0.33,0.13,0.01
2010-09-10,222,-0.01,0.0,0.01,-0.11,0.0,0.05,0.03,0.01
2010-09-11,221,0.0,-0.03,0.03,0.0,-0.08,0.12,0.03,0.03
2010-09-12,224,0.07,0.09,0.1,0.77,0.04,0.06,0.03,0.02
2010-09-13,225,0.08,0.05,0.09,0.07,0.03,0.12,0.01,0.01
2010-09-14,229,0.75,0.49,0.76,1.38,0.21,-0.26,0.01,0.01
2010-09-15,227,0.11,0.21,0.23,0.13,0.31,0.01,0.12,0.02
2010-09-16,229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-09-17,224,-0.01,-0.01,0.01,-0.0,-0.02,0.01,0.02,0.02
2010-09-18,223,0.06,0.51,0.52,-0.1,8.47,-0.0,0.45,0.0
2010-09-19,223,0.01,-0.01,0.02,0.03,-0.11,0.03,0.0,0.0
2010-09-20,231,0.12,0.09,0.14,0.29,0.16,0.5,0.01,0.01
2010-09-21,234,0.14,0.43,0.43,-0.13,1.16,0.32,0.29,0.0
2010-09-22,248,0.23,0.66,0.67,-0.21,1.18,1.22,0.44,0.01
2010-09-23,242,0.32,0.23,0.35,0.37,0.49,1.25,0.03,0.03
2010-09-24,228,0.19,0.0,0.19,0.45,0.0,0.14,-0.0,-0.0
2010-09-25,224,0.02,0.06,0.06,0.0,0.03,0.01,0.04,0.0
2010-09-26,222,0.75,0.89,0.89,0.05,0.81,0.01,0.14,0.0
2010-09-27,228,0.1,-0.01,0.1,0.1,-0.0,0.0,0.0,0.0
2010-09-28,227,-0.01,-0.03,0.03,0.01,-0.0,0.01,0.03,0.03
2010-09-29,227,0.32,0.03,0.32,10.41,-0.15,0.01,0.01,0.01
2010-09-30,222,0.06,-0.01,0.06,0.17,-0.02,0.05,0.0,0.0
2010-10-01,234,-0.03,0.21,0.21,-0.17,0.26,0.17,0.24,0.0
2010-10-02,230,0.05,0.27,0.27,-0.22,0.36,0.53,0.22,0.0
2010-10-03,235,0.02,0.29,0.29,0.07,0.22,0.88,0.27,0.0
2010-10-04,246,0.26,0.54,0.55,0.28,0.86,1.08,0.29,0.0
2010-10-05,255,0.47,0.71,0.73,0.32,1.02,2.19,0.26,0.02
2010-10-06,248,0.43,0.68,0.7,0.19,0.7,1.65,0.26,0.01
2010-10-07,238,0.5,0.56,0.6,0.54,0.53,0.43,0.1,0.04
2010-10-08,233,0.51,0.71,0.71,-0.03,0.27,0.04,0.19,0.0
2010-10-09,227,0.01,-0.05,0.05,1.21,-0.06,0.07,0.04,0.04
2010-10-10,228,0.14,0.06,0.16,2.55,0.04,0.01,0.01,0.01
2010-10-11,230,-0.02,-0.01,0.02,-0.43,-0.06,0.04,0.03,0.03
2010-10-12,232,0.08,0.1,0.1,-0.02,0.08,0.04,0.03,0.0
2010-10-13,232,-0.01,0.04,0.04,-0.04,0.08,0.04,0.04,0.0
2010-10-14,232,0.48,0.25,0.48,2.27,-0.03,-0.02,0.0,0.0
2010-10-15,232,0.23,0.26,0.29,0.25,0.13,0.19,0.06,0.03
2010-10-16,227,0.34,0.3,0.4,1.25,0.39,0.02,0.06,0.06
2010-10-17,232,0.25,0.43,0.46,1.5,1.04,0.07,0.21,0.03
2010-10-18,235,0.52,0.62,0.64,0.31,0.66,0.39,0.12,0.02
2010-10-19,233,0.27,0.13,0.28,0.66,0.06,0.16,0.0,0.0
2010-10-20,240,0.16,0.41,0.41,-0.11,0.66,1.65,0.25,0.0
2010-10-21,249,0.14,0.43,0.43,0.07,0.38,1.81,0.29,0.0
2010-10-22,243,0.5,0.32,0.54,0.87,0.49,0.66,0.04,0.04
2010-10-23,234,0.71,0.62,0.71,0.91,0.48,0.02,0.01,0.01
2010-10-24,236,0.45,0.26,0.46,0.63,0.18,0.17,0.01,0.01
2010-10-25,241,0.74,0.59,0.74,1.02,0.0,-0.36,0.0,0.0
2010-10-26,237,0.1,0.1,0.14,0.59,0.61,0.37,0.04,0.04
2010-10-27,230,-0.01,-0.02,0.02,0.01,-0.11,0.04,0.03,0.03
2010-10-28,231,0.23,-0.02,0.23,39506.75,-0.38,0.14,0.0,0.0
2010-10-29,227,0.0,0.02,0.02,0.0,0.05,0.05,0.02,-0.0
2010-10-30,224,0.45,0.41,0.49,0.29,0.85,0.01,0.04,0.04
2010-10-31,228,-0.04,-0.01,0.05,-0.16,0.06,0.05,0.09,0.06
2010-11-01,228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-11-02,226,0.0,-0.01,0.01,0.0,-0.02,0.08,0.01,0.01
2010-11-03,228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-11-04,226,0.0,-0.01,0.01,0.0,-0.04,0.01,0.01,0.01
2010-11-05,224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-11-06,222,0.0,-0.02,0.02,0.0,-0.01,0.02,0.02,0.02
2010-11-07,224,-0.03,-0.02,0.04,-0.08,-0.06,0.04,0.06,0.06
2010-11-08,230,0.54,0.47,0.56,0.82,0.58,0.36,0.02,0.02
2010-11-09,242,0.38,0.31,0.42,0.25,0.29,0.14,0.04,0.04
2010-11-10,230,0.37,0.46,0.48,0.6,1.55,0.25,0.11,0.02
2010-11-11,234,0.62,0.17,0.62,0.8,0.03,-0.02,0.0,0.0
2010-11-12,227,0.21,0.17,0.24,0.69,0.27,0.11,0.04,0.04
2010-11-13,225,-0.02,0.05,0.05,-186.42,0.16,0.22,0.07,0.0
2010-11-14,226,0.07,0.07,0.08,1.68,0.08,0.12,0.02,0.02
2010-11-15,229,0.86,0.63,0.87,1.66,0.2,-0.07,0.0,0.0
2010-11-16,227,0.56,0.01,0.57,6.47,-0.16,0.06,0.01,0.01
2010-11-17,228,0.09,-0.02,0.1,0.09,-0.14,0.03,0.0,0.0
2010-11-18,224,0.0,0.37,0.37,0.0,2.59,0.05,0.37,0.0
2010-11-19,223,0.0,0.13,0.13,0.0,0.13,0.15,0.13,-0.0
2010-11-20,224,0.63,0.59,0.66,3.9,0.94,-0.11,0.03,0.03
2010-11-21,237,0.64,0.47,0.64,1.07,-0.08,-0.36,0.0,0.0
2010-11-22,242,0.28,0.29,0.32,0.22,0.68,0.65,0.04,0.04
2010-11-23,229,0.74,0.17,0.74,53.72,0.21,0.09,0.0,0.0
2010-11-24,238,0.24,0.08,0.25,0.76,-0.32,0.07,0.0,0.0
2010-11-25,224,0.28,0.27,0.31,0.26,0.24,0.19,0.03,0.03
2010-11-26,228,-0.02,-0.03,0.04,-156.78,-0.06,0.49,0.06,0.06
2010-11-27,225,-0.02,0.06,0.06,-51.83,0.11,0.16,0.08,0.0
2010-11-28,237,0.58,0.41,0.6,1.79,1.49,-0.72,0.01,0.01
2010-11-29,240,0.35,0.06,0.35,0.76,0.07,0.25,0.0,0.0
2010-11-30,229,0.4,-0.01,0.4,26.73,-0.01,0.31,0.0,0.0
2010-12-01,230,0.22,0.14,0.24,24.31,0.06,0.07,0.02,0.02
2010-12-02,226,-0.02,0.61,0.61,-1.66,0.46,0.06,0.62,0.0
2010-12-03,227,0.12,0.07,0.13,1.45,0.01,0.01,0.01,0.01
2010-12-04,224,0.01,0.04,0.04,-0.05,0.03,0.02,0.04,0.0
2010-12-05,228,-0.02,0.06,0.07,-0.03,0.01,0.01,0.09,0.01
2010-12-06,234,0.68,0.56,0.7,0.94,0.31,-0.27,0.02,0.02
2010-12-07,225,0.67,0.08,0.67,2.85,-0.15,0.03,0.0,0.0
2010-12-08,227,-0.03,0.18,0.18,-4.77,0.42,0.16,0.21,0.0
2010-12-09,227,0.11,0.4,0.4,0.74,0.22,0.04,0.29,0.0
2010-12-10,229,0.51,0.3,0.51,0.4,-0.01,-0.02,0.0,0.0
2010-12-11,224,0.66,0.19,0.66,0.53,0.0,0.0,0.0,0.0
2010-12-12,225,0.33,-0.03,0.33,16.18,-0.01,-0.0,0.0,0.0
2010-12-13,229,-0.01,-0.02,0.02,-3.87,-0.01,0.02,0.03,0.03
2010-12-14,223,0.0,0.03,0.03,0.0,0.02,0.04,0.03,-0.0
2010-12-15,229,0.42,0.32,0.44,0.42,0.09,0.12,0.02,0.02
2010-12-16,247,0.58,0.4,0.58,0.85,0.07,0.57,0.0,0.0
2010-12-17,245,0.33,0.01,0.34,0.74,-0.13,1.26,0.0,0.0
2010-12-18,243,0.69,0.35,0.69,1.61,-0.19,0.17,0.0,0.0
2010-12-19,235,0.65,0.2,0.66,2.0,-0.74,-0.71,0.01,0.01
2010-12-20,233,0.78,0.65,0.78,1.56,-0.19,-0.59,0.0,0.0
2010-12-21,235,0.81,0.63,0.82,1.14,-0.34,2.12,0.0,0.0
2010-12-22,242,0.67,0.44,0.67,0.95,-0.14,3.14,0.0,0.0
2010-12-23,243,0.47,0.48,0.5,0.35,0.38,2.67,0.03,0.03
2010-12-24,225,0.03,0.0,0.03,0.39,-0.03,0.73,0.0,0.0
2010-12-25,205,-0.0,-0.03,0.03,-0.21,-0.06,0.04,0.03,0.03
2010-12-26,227,0.71,0.29,0.71,2.48,-0.17,0.02,0.0,0.0
2010-12-27,225,-0.02,-0.04,0.04,-0.31,-0.42,0.35,0.06,0.06
2010-12-28,225,-0.02,0.43,0.49,-1.74,1.98,0.1,0.51,0.06
2010-12-29,240,0.48,0.22,0.48,1.24,0.23,1.12,0.0,0.0
2010-12-30,241,0.64,0.17,0.65,0.9,-0.22,-0.92,0.01,0.01
2010-12-31,223,0.37,0.03,0.38,1.52,-0.6,0.52,0.01,0.01
2011-01-01,226,0.3,-0.07,0.31,2.02,-0.31,0.19,0.01,0.01
2011-01-02,236,-0.03,-0.07,0.08,-2.17,-0.55,0.32,0.11,0.11
2011-01-03,240,0.21,0.11,0.22,0.24,0.09,0.06,0.01,0.01
2011-01-04,242,-0.01,-0.02,0.02,-0.07,-0.2,0.16,0.03,0.03
2011-01-05,236,0.09,-0.03,0.1,2.26,-0.07,0.05,0.0,0.0
2011-01-06,240,-0.01,-0.09,0.09,-0.8,-0.07,0.1,0.1,0.1
2011-01-07,238,-0.02,-0.04,0.05,-0.22,-0.02,0.03,0.07,0.07
2011-01-08,236,-0.07,-0.02,0.07,-0.16,-0.02,0.11,0.14,0.09
2011-01-09,236,0.72,-0.03,0.73,1.26,0.26,-0.05,0.0,0.0
2011-01-10,240,0.22,0.07,0.22,0.25,-0.04,-0.01,0.0,0.0
2011-01-11,235,0.11,0.04,0.11,0.77,0.05,0.1,0.0,0.0
2011-01-12,237,0.17,0.15,0.19,0.27,0.06,0.0,0.02,0.02
2011-01-13,238,-0.01,0.15,0.15,-1.06,0.22,0.06,0.16,0.0
2011-01-14,241,0.37,0.02,0.37,0.3,0.02,-0.01,0.0,0.0
2011-01-15,235,-0.01,-0.04,0.04,-0.7,-0.05,0.03,0.04,0.04
2011-01-16,233,0.04,0.36,0.36,-2.83,0.47,0.03,0.32,0.0
2011-01-17,234,0.66,0.12,0.69,2.23,-0.33,0.05,0.03,0.03
2011-01-18,233,0.55,0.19,0.55,0.45,-0.09,0.01,0.0,0.0
2011-01-19,235,0.5,0.05,0.51,0.41,-0.2,0.0,0.01,0.01
2011-01-20,239,0.18,0.02,0.19,0.22,0.02,0.02,0.0,0.0
2011-01-21,235,0.64,-0.03,0.64,9.25,-0.06,-0.03,0.0,0.0
2011-01-22,234,0.68,0.25,0.68,1.51,0.7,-0.06,0.0,0.0
2011-01-23,233,0.25,-0.03,0.26,0.2,-0.07,0.0,0.01,0.01
2011-01-24,233,0.31,-0.02,0.31,1.11,-0.09,0.02,0.0,0.0
2011-01-25,236,0.12,-0.04,0.13,3.89,-0.11,0.04,0.01,0.01
2011-01-26,233,0.41,0.36,0.43,0.49,0.13,-0.01,0.01,0.01
2011-01-27,233,-0.01,-0.04,0.04,83.74,-0.17,-0.02,0.05,0.05
2011-01-28,233,0.0,-0.01,0.01,0.0,-0.01,0.01,0.01,0.01
2011-01-29,234,-0.01,-0.03,0.03,0.78,-0.03,0.04,0.03,0.03
2011-01-30,234,-0.04,-0.06,0.07,-0.2,-0.17,0.11,0.11,0.11
2011-01-31,253,0.33,-0.09,0.4,0.69,-0.53,0.11,0.07,0.07
2011-02-01,243,0.42,0.01,0.42,0.87,0.05,0.23,0.0,0.0
2011-02-02,241,0.37,0.09,0.37,0.43,-0.26,0.24,0.0,0.0
2011-02-03,236,0.09,-0.03,0.09,1.64,-0.35,0.35,0.0,0.0
2011-02-04,239,0.2,-0.05,0.21,83.43,-0.22,0.05,0.01,0.01
2011-02-05,235,0.85,0.06,0.85,3.4,0.15,-0.22,0.0,0.0
2011-02-06,237,0.36,0.12,0.36,0.29,0.09,0.02,0.0,0.0
2011-02-07,239,0.63,-0.01,0.63,9.96,-0.01,0.13,0.0,0.0
2011-02-08,243,0.59,0.2,0.59,0.51,0.01,-0.04,0.0,0.0
2011-02-09,237,0.13,-0.01,0.16,0.4,-0.27,0.08,0.03,0.03
2011-02-10,234,0.08,-0.04,0.09,89.9,-0.12,-0.08,0.01,0.01
2011-02-11,234,0.5,0.21,0.54,41586.3,0.42,-143.0,0.05,0.05
2011-02-12,232,-0.01,0.03,0.06,-12775.16,0.82,32.79,0.07,0.02
2011-02-13,233,0.01,-0.02,0.02,713.78,-0.03,0.01,0.02,0.02
2011-02-14,236,-0.03,-0.05,0.05,-0.06,-0.04,0.05,0.08,0.08
2011-02-15,236,-0.03,0.13,0.14,-8.39,0.3,0.05,0.17,0.01
2011-02-16,236,0.25,-0.03,0.26,1.22,-0.21,0.2,0.0,0.0
2011-02-17,238,0.51,0.01,0.52,0.24,-0.11,-0.04,0.01,0.01
2011-02-18,236,0.21,-0.03,0.21,1.38,-0.01,0.29,0.0,0.0
2011-02-19,246,0.68,0.53,0.69,1.0,0.09,0.29,0.0,0.0
2011-02-20,249,0.41,0.17,0.41,0.66,-0.1,1.38,0.0,0.0
2011-02-21,241,0.05,-0.07,0.08,0.2,-0.35,1.06,0.03,0.03
2011-02-22,233,-0.02,-0.05,0.05,-5.18,-0.06,0.1,0.07,0.07
2011-02-23,237,-0.05,-0.06,0.07,-1.1,-0.22,0.26,0.12,0.12
2011-02-24,240,0.49,0.12,0.5,0.37,0.08,-0.02,0.01,0.01
2011-02-25,241,0.68,0.12,0.71,2.14,-0.56,-0.05,0.03,0.03
2011-02-26,237,0.69,0.33,0.69,1.34,0.12,-0.08,0.0,0.0
2011-02-27,244,0.64,0.33,0.64,0.65,-0.02,-0.07,0.0,0.0
2011-02-28,235,0.12,-0.03,0.13,0.68,-0.14,0.67,0.01,0.01
2011-03-01,235,-0.03,0.03,0.04,-8.19,0.07,0.16,0.07,0.01
2011-03-02,237,0.01,0.24,0.25,-1.72,0.26,0.01,0.23,0.0
2011-03-03,235,0.34,-0.06,0.34,0.61,-0.02,0.03,0.0,0.0
2011-03-04,240,0.55,0.04,0.57,0.39,-0.24,-0.01,0.01,0.01
2011-03-05,235,0.46,0.47,0.57,21.13,2.06,-0.03,0.12,0.1
2011-03-06,234,0.79,0.03,0.79,3.12,0.08,0.03,0.0,0.0
2011-03-07,245,0.72,0.55,0.74,1.05,0.32,-0.52,0.02,0.02
2011-03-08,243,0.41,0.34,0.44,0.38,0.51,0.62,0.02,0.02
2011-03-09,234,0.37,0.15,0.41,7.49,0.32,0.03,0.04,0.04
2011-03-10,236,0.0,-0.06,0.06,0.0,-0.25,0.16,0.06,0.06
2011-03-11,235,0.0,0.01,0.01,0.0,0.03,0.03,0.01,-0.0
2011-03-12,230,-0.01,-0.01,0.01,-0.25,-0.01,0.02,0.02,0.02
2011-03-13,231,0.23,0.0,0.23,0.74,-0.04,0.01,0.0,0.0
2011-03-14,235,0.15,-0.01,0.16,0.48,-0.01,0.01,0.0,0.0
2011-03-15,234,0.14,0.01,0.14,3.79,0.02,0.04,0.0,0.0
2011-03-16,235,-0.03,0.16,0.17,-4.55,0.13,0.1,0.19,0.0
2011-03-17,236,0.42,0.36,0.44,0.29,0.11,0.02,0.03,0.03
2011-03-18,233,0.27,0.14,0.27,0.12,0.0,0.06,0.0,0.0
2011-03-19,229,0.06,0.12,0.13,0.57,0.22,0.06,0.07,0.01
2011-03-20,227,0.43,0.14,0.43,1.63,-0.17,0.06,0.0,0.0
2011-03-21,238,0.55,0.3,0.55,0.86,-0.17,1.1,0.0,0.0
2011-03-22,244,0.33,0.06,0.34,0.43,0.17,0.68,0.0,0.0
2011-03-23,235,0.31,0.1,0.33,3.8,2.22,0.28,0.02,0.02
2011-03-24,240,0.73,0.35,0.75,1.85,-1.23,-0.08,0.02,0.02
2011-03-25,234,0.53,0.2,0.54,0.73,-0.47,0.07,0.02,0.02
2011-03-26,237,0.69,0.5,0.7,1.24,0.58,0.27,0.01,0.01
2011-03-27,233,0.56,0.46,0.58,0.53,0.43,0.19,0.02,0.02
2011-03-28,233,0.24,0.01,0.24,0.52,-0.03,0.08,0.0,0.0
2011-03-29,236,0.51,-0.03,0.51,1.36,-0.17,0.02,0.0,0.0
2011-03-30,235,0.29,0.04,0.29,13.68,0.01,0.03,0.0,0.0
2011-03-31,235,0.19,-0.04,0.19,3.78,-0.01,0.01,0.0,0.0
2011-04-01,244,0.0,-0.01,0.01,0.0,-0.0,0.01,0.01,0.01
2011-04-02,238,0.08,-0.01,0.09,5.88,-0.06,0.06,0.01,0.01
2011-04-03,242,0.41,0.4,0.46,0.18,0.33,-0.06,0.06,0.06
2011-04-04,246,0.48,-0.02,0.48,0.99,-0.12,0.04,0.0,0.0
2011-04-05,242,-0.18,-0.03,0.19,-5853.27,-0.06,12.8,0.37,0.21
2011-04-06,247,0.01,-0.17,0.18,0.32,-0.22,1.18,0.18,0.18
2011-04-07,253,0.51,0.34,0.53,0.43,0.29,0.41,0.02,0.02
2011-04-08,246,0.68,0.61,0.71,0.51,0.67,0.14,0.03,0.03
2011-04-09,250,0.69,0.59,0.72,0.66,0.65,-0.94,0.03,0.03
2011-04-10,242,0.14,-0.01,0.14,0.28,-0.28,1.18,0.01,0.01
2011-04-11,245,0.26,0.03,0.26,13.23,-0.12,0.38,0.01,0.01
2011-04-12,246,-0.02,-0.0,0.02,-0.66,-0.03,0.13,0.03,0.02
2011-04-13,246,0.44,0.35,0.47,1.41,0.19,0.01,0.03,0.03
2011-04-14,246,0.62,0.39,0.62,0.27,0.09,0.01,0.0,0.0
2011-04-15,242,0.5,0.11,0.51,3.9,2.03,0.02,0.02,0.02
2011-04-16,241,0.12,0.06,0.14,14.07,0.08,0.07,0.02,0.02
2011-04-17,239,0.2,0.03,0.2,0.98,-0.01,0.03,0.0,0.0
2011-04-18,243,0.5,0.48,0.57,3.87,0.73,-0.1,0.06,0.06
